event_name,date,latitude,longitude,rainfall_mm,antecedent_7day_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_kmh,precipitation_hours,evapotranspiration_mm,soil_moisture,elevation_m,river_discharge_m3s,flood_nearby,landslide_occurred
India_Kedarnath_2013,2013-06-15,30.74,79.07,18.0,53.9,10.1,3.6,99,5.1,17.0,2.91,0.488,3622.0,0.44,0,1
India_Kedarnath_2013,2013-06-16,30.74,79.07,122.3,53.9,7.3,5.1,99,4.3,24.0,1.23,0.492,3622.0,0.47,0,1
India_Kedarnath_2013,2013-06-17,30.74,79.07,157.2,53.9,7.8,4.3,97,6.2,24.0,1.23,0.491,3622.0,0.66,0,1
India_Kedarnath_2013,2013-06-18,30.74,79.07,3.3,53.9,9.1,1.1,99,4.5,11.0,3.19,0.49,3622.0,0.94,0,1
India_Kedarnath_2013,2013-06-19,30.74,79.07,0.0,53.9,9.9,0.9,97,5.5,0.0,4.39,0.488,3622.0,0.94,0,1
India_Kedarnath_2013,2013-06-20,30.74,79.07,0.0,53.9,12.3,1.9,97,7.2,0.0,4.27,0.489,3622.0,0.94,0,1
India_Kedarnath_2013,2013-06-21,30.74,79.07,0.0,53.9,13.9,3.2,90,6.7,0.0,4.49,0.482,3622.0,0.99,0,1
India_Kedarnath_2013,2013-06-22,30.74,79.07,0.3,53.9,14.5,4.4,91,5.4,1.0,4.48,0.475,3622.0,1.06,0,1
India_Kedarnath_2013,2013-06-23,30.74,79.07,0.4,53.9,13.7,5.7,94,4.4,3.0,4.04,0.47,3622.0,1.2,0,1
India_Kedarnath_2013,2013-06-24,30.74,79.07,3.8,53.9,14.2,6.4,97,5.0,7.0,3.66,0.471,3622.0,1.38,0,1
India_Kedarnath_2013,2013-06-25,30.74,79.07,1.9,53.9,12.0,5.9,97,4.4,6.0,2.42,0.476,3622.0,1.45,0,1
India_Kedarnath_2013,2013-06-26,30.74,79.07,5.7,53.9,13.2,5.3,100,6.2,10.0,2.92,0.479,3622.0,1.44,0,1
India_Kedarnath_2013,2013-06-27,30.74,79.07,11.4,53.9,13.8,5.8,99,9.2,15.0,3.16,0.484,3622.0,1.52,0,1
India_Kedarnath_2013,2013-06-28,30.74,79.07,9.1,53.9,13.3,5.8,100,7.6,11.0,3.7,0.484,3622.0,1.65,0,1
India_Kedarnath_2013,2013-06-29,30.74,79.07,4.2,53.9,13.4,3.9,99,6.3,7.0,3.69,0.482,3622.0,1.8,0,1
India_Kedarnath_2013,2013-06-30,30.74,79.07,6.5,53.9,13.6,5.6,100,5.9,10.0,3.93,0.48,3622.0,1.89,0,1
India_Kedarnath_2013,2013-07-01,30.74,79.07,3.1,53.9,13.1,5.5,99,4.6,7.0,3.68,0.476,3622.0,2.01,0,1
India_Kedarnath_2013,2013-07-02,30.74,79.07,5.0,53.9,13.2,6.6,100,6.0,12.0,3.42,0.475,3622.0,2.13,0,1
India_Kedarnath_2013,2013-07-03,30.74,79.07,6.4,53.9,12.0,7.4,98,4.2,17.0,1.76,0.485,3622.0,2.3,0,1
India_Kedarnath_2013,2013-07-04,30.74,79.07,11.5,53.9,15.7,7.0,100,6.4,13.0,3.48,0.483,3622.0,2.5,0,1
India_Kedarnath_2013,2013-07-05,30.74,79.07,12.3,53.9,12.0,7.8,100,5.2,13.0,1.86,0.488,3622.0,2.77,0,1
India_Kedarnath_2013,2013-07-06,30.74,79.07,21.8,53.9,11.6,7.9,100,3.9,20.0,1.17,0.49,3622.0,3.11,0,1
India_Kedarnath_2013,2013-07-07,30.74,79.07,4.5,53.9,11.3,7.6,100,4.2,17.0,1.43,0.488,3622.0,3.44,0,1
India_Kedarnath_2013,2013-07-08,30.74,79.07,9.5,53.9,12.5,8.3,100,4.9,16.0,2.34,0.49,3622.0,3.69,0,1
India_Kedarnath_2013,2013-07-09,30.74,79.07,1.8,53.9,13.3,7.4,100,5.7,6.0,3.68,0.486,3622.0,3.84,0,1
India_Kedarnath_2013,2013-07-10,30.74,79.07,1.0,53.9,13.1,7.7,99,5.7,4.0,3.96,0.486,3622.0,3.97,0,1
India_Kedarnath_2013,2013-07-11,30.74,79.07,13.9,53.9,13.5,7.3,100,5.6,16.0,3.88,0.486,3622.0,4.08,0,1
India_Kedarnath_2013,2013-07-12,30.74,79.07,11.3,53.9,14.4,7.7,99,6.6,17.0,3.53,0.488,3622.0,4.19,0,1
India_Kedarnath_2013,2013-07-13,30.74,79.07,14.7,53.9,14.1,7.7,100,7.0,14.0,3.38,0.489,3622.0,4.2,0,1
India_Kedarnath_2013,2013-07-14,30.74,79.07,12.0,53.9,14.4,8.7,100,7.4,23.0,2.42,0.49,3622.0,4.26,0,1
India_Uttarakhand_2021,2021-10-17,30.51,79.42,1.4,0.0,18.0,6.9,79,6.8,7.0,1.69,0.292,2545.0,93.84,0,1
India_Uttarakhand_2021,2021-10-18,30.51,79.42,104.6,0.0,13.1,10.2,91,6.5,24.0,0.47,0.404,2545.0,93.41,0,1
India_Uttarakhand_2021,2021-10-19,30.51,79.42,74.8,0.0,13.6,8.1,91,10.4,19.0,0.77,0.427,2545.0,105.66,0,1
India_Uttarakhand_2021,2021-10-20,30.51,79.42,1.1,0.0,16.0,5.5,92,8.0,4.0,2.24,0.409,2545.0,120.34,0,1
India_Uttarakhand_2021,2021-10-21,30.51,79.42,0.0,0.0,16.9,4.0,80,7.7,0.0,3.08,0.396,2545.0,119.23,0,1
India_Uttarakhand_2021,2021-10-22,30.51,79.42,0.0,0.0,16.0,5.6,82,7.3,0.0,2.74,0.385,2545.0,115.14,0,1
India_Uttarakhand_2021,2021-10-23,30.51,79.42,3.2,0.0,13.6,2.4,71,7.6,6.0,2.48,0.383,2545.0,111.46,0,1
India_Uttarakhand_2021,2021-10-24,30.51,79.42,0.0,0.0,12.5,1.9,76,8.1,0.0,2.11,0.387,2545.0,108.14,0,1
India_Uttarakhand_2021,2021-10-25,30.51,79.42,0.0,0.0,13.4,0.6,77,7.3,0.0,2.68,0.39,2545.0,104.93,0,1
India_Uttarakhand_2021,2021-10-26,30.51,79.42,1.8,0.0,12.8,1.0,90,6.5,5.0,2.67,0.384,2545.0,101.8,0,1
India_Uttarakhand_2021,2021-10-27,30.51,79.42,1.2,0.0,10.9,2.0,68,7.0,4.0,2.23,0.377,2545.0,98.77,0,1
India_Uttarakhand_2021,2021-10-28,30.51,79.42,0.0,0.0,13.5,1.1,67,7.3,0.0,3.02,0.367,2545.0,96.05,0,1
India_Uttarakhand_2021,2021-10-29,30.51,79.42,0.0,0.0,13.1,-0.2,76,8.0,0.0,2.66,0.357,2545.0,93.41,0,1
India_Uttarakhand_2021,2021-10-30,30.51,79.42,0.0,0.0,12.7,-0.7,70,9.0,0.0,2.57,0.351,2545.0,90.83,0,1
India_Uttarakhand_2021,2021-10-31,30.51,79.42,0.0,0.0,12.4,2.9,75,8.2,0.0,2.51,0.348,2545.0,88.54,0,1
India_Uttarakhand_2021,2021-11-01,30.51,79.42,3.5,0.0,9.3,1.1,88,6.1,9.0,1.53,0.352,2545.0,86.5,0,1
India_Uttarakhand_2021,2021-11-02,30.51,79.42,0.8,0.0,11.1,-0.4,63,6.7,4.0,2.44,0.357,2545.0,84.51,0,1
India_Uttarakhand_2021,2021-11-03,30.51,79.42,0.0,0.0,10.3,-2.2,64,6.6,0.0,2.34,0.35,2545.0,82.37,0,1
India_Uttarakhand_2021,2021-11-04,30.51,79.42,0.0,0.0,10.6,0.1,66,7.2,0.0,2.48,0.339,2545.0,80.47,0,1
India_Uttarakhand_2021,2021-11-05,30.51,79.42,0.0,0.0,12.0,-2.2,78,8.6,0.0,2.46,0.331,2545.0,78.62,0,1
India_Uttarakhand_2021,2021-11-06,30.51,79.42,0.0,0.0,12.7,-1.7,78,7.6,0.0,2.46,0.325,2545.0,76.8,0,1
India_Uttarakhand_2021,2021-11-07,30.51,79.42,0.0,0.0,13.2,-2.2,73,7.5,0.0,2.57,0.318,2545.0,75.21,0,1
India_Uttarakhand_2021,2021-11-08,30.51,79.42,0.0,0.0,13.4,-0.8,68,9.7,0.0,2.59,0.311,2545.0,73.47,0,1
India_Uttarakhand_2021,2021-11-09,30.51,79.42,0.0,0.0,13.0,-0.7,68,6.6,0.0,2.49,0.306,2545.0,71.95,0,1
India_Uttarakhand_2021,2021-11-10,30.51,79.42,0.0,0.0,12.9,5.8,71,7.7,0.0,2.39,0.301,2545.0,70.45,0,1
India_Uttarakhand_2021,2021-11-11,30.51,79.42,0.0,0.0,12.8,-0.9,72,7.3,0.0,2.36,0.299,2545.0,69.15,0,1
India_Uttarakhand_2021,2021-11-12,30.51,79.42,0.0,0.0,13.4,-1.0,78,6.6,0.0,2.43,0.295,2545.0,67.71,0,1
India_Uttarakhand_2021,2021-11-13,30.51,79.42,0.0,0.0,13.1,-1.2,74,7.1,0.0,2.41,0.289,2545.0,66.3,0,1
India_Uttarakhand_2021,2021-11-14,30.51,79.42,0.0,0.0,13.0,-0.0,71,6.2,0.0,2.39,0.284,2545.0,65.07,0,1
India_Uttarakhand_2021,2021-11-15,30.51,79.42,0.0,0.0,10.8,-2.3,72,7.2,0.0,2.08,0.277,2545.0,63.86,0,1
India_Chamoli_2021,2021-02-07,30.43,79.57,0.0,18.0,4.1,-11.9,31,10.3,0.0,2.94,0.334,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-08,30.43,79.57,0.0,18.0,5.6,-1.7,38,7.9,0.0,3.16,0.347,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-09,30.43,79.57,0.0,18.0,6.3,2.5,52,8.6,0.0,2.83,0.365,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-10,30.43,79.57,2.9,18.0,2.0,-8.7,70,8.6,5.0,2.14,0.37,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-11,30.43,79.57,0.0,18.0,2.9,-4.9,65,8.4,0.0,2.86,0.374,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-12,30.43,79.57,0.0,18.0,3.1,-3.5,71,7.0,0.0,2.77,0.379,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-13,30.43,79.57,0.0,18.0,4.8,-4.0,86,7.3,0.0,2.56,0.38,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-14,30.43,79.57,0.9,18.0,2.4,-5.1,87,6.4,6.0,2.15,0.376,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-15,30.43,79.57,0.3,18.0,1.0,-6.7,74,7.0,2.0,2.06,0.371,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-16,30.43,79.57,1.4,18.0,0.5,-7.4,81,7.5,7.0,2.12,0.366,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-17,30.43,79.57,1.9,18.0,0.7,-7.6,82,7.4,7.0,2.1,0.363,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-18,30.43,79.57,0.1,18.0,-0.2,-7.6,75,7.4,1.0,2.17,0.36,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-19,30.43,79.57,0.0,18.0,2.4,-6.6,86,5.9,0.0,2.54,0.359,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-20,30.43,79.57,0.0,18.0,5.3,-1.1,82,5.6,0.0,2.75,0.359,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-21,30.43,79.57,0.0,18.0,7.1,-0.4,69,5.7,0.0,2.89,0.355,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-22,30.43,79.57,0.1,18.0,8.2,1.2,62,6.3,1.0,2.9,0.347,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-23,30.43,79.57,0.3,18.0,6.2,-0.5,76,8.5,3.0,2.55,0.339,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-24,30.43,79.57,0.0,18.0,5.7,-2.9,63,8.4,0.0,2.79,0.334,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-25,30.43,79.57,0.0,18.0,6.5,-2.3,66,7.6,0.0,2.92,0.329,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-26,30.43,79.57,0.0,18.0,7.2,-2.9,73,8.2,0.0,2.96,0.321,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-27,30.43,79.57,6.3,18.0,2.5,-5.3,97,7.6,11.0,1.66,0.322,3517.0,0.28,0,1
India_Chamoli_2021,2021-02-28,30.43,79.57,0.0,18.0,4.7,-5.2,64,6.4,0.0,2.96,0.327,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-01,30.43,79.57,0.0,18.0,4.2,-6.5,72,8.5,0.0,2.91,0.327,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-02,30.43,79.57,0.0,18.0,6.9,-3.7,65,6.3,0.0,3.22,0.327,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-03,30.43,79.57,0.1,18.0,5.6,-4.0,73,7.8,1.0,2.97,0.326,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-04,30.43,79.57,0.6,18.0,3.4,-6.2,74,6.6,5.0,2.52,0.321,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-05,30.43,79.57,0.1,18.0,4.2,-6.3,74,6.7,1.0,2.55,0.315,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-06,30.43,79.57,0.0,18.0,7.3,-5.1,64,7.9,0.0,3.08,0.308,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-07,30.43,79.57,19.6,18.0,2.2,-1.7,83,8.4,21.0,1.83,0.316,3517.0,0.28,0,1
India_Chamoli_2021,2021-03-08,30.43,79.57,16.4,18.0,2.3,-4.8,92,5.8,13.0,2.2,0.324,3517.0,0.28,0,1
India_Uttarakhand_2022,2022-10-18,30.51,79.42,3.0,4.6,13.1,3.2,88,9.4,6.0,2.53,0.36,2545.0,126.35,0,1
India_Uttarakhand_2022,2022-10-19,30.51,79.42,1.0,4.6,11.3,1.8,82,6.6,7.0,2.26,0.362,2545.0,122.31,0,1
India_Uttarakhand_2022,2022-10-20,30.51,79.42,1.9,4.6,11.6,1.1,75,5.6,4.0,2.32,0.363,2545.0,118.67,0,1
India_Uttarakhand_2022,2022-10-21,30.51,79.42,1.9,4.6,12.2,-0.2,79,6.9,3.0,2.67,0.362,2545.0,115.68,0,1
India_Uttarakhand_2022,2022-10-22,30.51,79.42,0.0,4.6,13.0,0.0,76,8.6,0.0,2.89,0.361,2545.0,112.5,0,1
India_Uttarakhand_2022,2022-10-23,30.51,79.42,0.0,4.6,14.6,0.4,69,8.4,0.0,3.0,0.35,2545.0,109.41,0,1
India_Uttarakhand_2022,2022-10-24,30.51,79.42,0.0,4.6,14.4,0.6,68,8.0,0.0,3.07,0.34,2545.0,106.4,0,1
India_Uttarakhand_2022,2022-10-25,30.51,79.42,0.0,4.6,14.9,1.1,69,7.2,0.0,3.12,0.333,2545.0,103.47,0,1
India_Uttarakhand_2022,2022-10-26,30.51,79.42,0.0,4.6,14.2,2.1,56,7.7,0.0,3.07,0.327,2545.0,100.86,0,1
India_Uttarakhand_2022,2022-10-27,30.51,79.42,0.0,4.6,13.6,1.7,72,6.5,0.0,2.88,0.321,2545.0,98.31,0,1
India_Uttarakhand_2022,2022-10-28,30.51,79.42,0.0,4.6,13.1,0.4,76,7.8,0.0,2.72,0.321,2545.0,95.83,0,1
India_Uttarakhand_2022,2022-10-29,30.51,79.42,0.0,4.6,13.6,1.2,69,7.0,0.0,2.85,0.32,2545.0,93.62,0,1
India_Uttarakhand_2022,2022-10-30,30.51,79.42,0.0,4.6,14.2,3.1,65,6.7,0.0,2.87,0.315,2545.0,91.26,0,1
India_Uttarakhand_2022,2022-10-31,30.51,79.42,0.0,4.6,14.0,0.7,72,6.5,0.0,2.67,0.31,2545.0,89.16,0,1
India_Uttarakhand_2022,2022-11-01,30.51,79.42,0.2,4.6,14.7,2.3,83,7.6,2.0,2.6,0.305,2545.0,87.1,0,1
India_Uttarakhand_2022,2022-11-02,30.51,79.42,0.0,4.6,14.0,-0.2,80,9.1,0.0,2.71,0.302,2545.0,85.1,0,1
India_Uttarakhand_2022,2022-11-03,30.51,79.42,0.0,4.6,15.2,2.4,71,8.0,0.0,2.87,0.297,2545.0,83.14,0,1
India_Uttarakhand_2022,2022-11-04,30.51,79.42,0.0,4.6,14.6,2.9,75,7.7,0.0,2.82,0.292,2545.0,81.41,0,1
India_Uttarakhand_2022,2022-11-05,30.51,79.42,0.2,4.6,12.8,2.5,86,6.2,1.0,2.11,0.29,2545.0,79.72,0,1
India_Uttarakhand_2022,2022-11-06,30.51,79.42,0.0,4.6,12.9,1.1,79,7.3,0.0,2.44,0.293,2545.0,77.89,0,1
India_Uttarakhand_2022,2022-11-07,30.51,79.42,0.0,4.6,11.7,0.7,79,6.5,0.0,1.67,0.291,2545.0,76.27,0,1
India_Uttarakhand_2022,2022-11-08,30.51,79.42,0.0,4.6,12.2,1.9,68,6.5,0.0,2.61,0.288,2545.0,74.86,0,1
India_Uttarakhand_2022,2022-11-09,30.51,79.42,0.2,4.6,10.0,1.9,89,6.5,1.0,1.49,0.286,2545.0,73.3,0,1
India_Uttarakhand_2022,2022-11-10,30.51,79.42,11.5,4.6,9.0,0.0,77,7.9,5.0,1.79,0.315,2545.0,71.78,0,1
India_Uttarakhand_2022,2022-11-11,30.51,79.42,0.4,4.6,9.9,-0.7,67,6.8,2.0,2.19,0.308,2545.0,70.61,0,1
India_Uttarakhand_2022,2022-11-12,30.51,79.42,0.0,4.6,10.4,2.7,64,7.1,0.0,2.38,0.3,2545.0,69.31,0,1
India_Uttarakhand_2022,2022-11-13,30.51,79.42,0.0,4.6,11.3,0.1,58,6.6,0.0,2.38,0.296,2545.0,68.02,0,1
India_Uttarakhand_2022,2022-11-14,30.51,79.42,9.0,4.6,8.8,1.9,84,5.2,13.0,0.95,0.306,2545.0,66.76,0,1
India_Uttarakhand_2022,2022-11-15,30.51,79.42,0.0,4.6,10.3,0.3,82,5.7,0.0,2.04,0.332,2545.0,65.68,0,1
India_Uttarakhand_2022,2022-11-16,30.51,79.42,0.5,4.6,9.1,-3.1,71,6.2,3.0,1.91,0.327,2545.0,64.92,0,1
India_Joshimath_2023,2023-07-25,30.56,79.57,2.3,31.3,27.2,20.3,100,8.2,11.0,3.98,0.383,1566.0,4.87,0,1
India_Joshimath_2023,2023-07-26,30.56,79.57,23.2,31.3,25.5,20.5,98,7.4,15.0,2.66,0.407,1566.0,5.12,0,1
India_Joshimath_2023,2023-07-27,30.56,79.57,6.4,31.3,25.7,20.3,96,8.0,12.0,3.4,0.394,1566.0,5.27,0,1
India_Joshimath_2023,2023-07-28,30.56,79.57,5.8,31.3,25.8,20.9,98,5.9,17.0,3.7,0.384,1566.0,5.35,0,1
India_Joshimath_2023,2023-07-29,30.56,79.57,5.2,31.3,25.7,21.0,98,5.2,15.0,2.06,0.395,1566.0,5.37,0,1
India_Joshimath_2023,2023-07-30,30.56,79.57,0.7,31.3,27.1,17.2,94,7.9,5.0,4.62,0.383,1566.0,5.31,0,1
India_Joshimath_2023,2023-07-31,30.56,79.57,0.3,31.3,27.7,19.1,96,5.6,3.0,4.32,0.372,1566.0,5.22,0,1
India_Joshimath_2023,2023-08-01,30.56,79.57,0.3,31.3,28.2,17.9,97,7.4,3.0,4.88,0.364,1566.0,5.08,0,1
India_Joshimath_2023,2023-08-02,30.56,79.57,0.9,31.3,27.2,19.9,94,6.6,5.0,3.9,0.359,1566.0,4.96,0,1
India_Joshimath_2023,2023-08-03,30.56,79.57,1.0,31.3,27.5,20.8,94,6.7,6.0,4.85,0.361,1566.0,4.92,0,1
India_Joshimath_2023,2023-08-04,30.56,79.57,2.2,31.3,25.8,21.1,98,6.2,13.0,2.67,0.35,1566.0,4.86,0,1
India_Joshimath_2023,2023-08-05,30.56,79.57,3.4,31.3,26.7,19.6,98,6.7,13.0,4.59,0.348,1566.0,4.77,0,1
India_Joshimath_2023,2023-08-06,30.56,79.57,7.7,31.3,26.2,20.4,99,7.8,18.0,3.35,0.364,1566.0,4.71,0,1
India_Joshimath_2023,2023-08-07,30.56,79.57,4.2,31.3,26.6,20.2,100,8.7,17.0,4.31,0.361,1566.0,4.77,0,1
India_Joshimath_2023,2023-08-08,30.56,79.57,2.7,31.3,26.2,19.7,100,7.4,16.0,2.94,0.372,1566.0,4.68,0,1
India_Joshimath_2023,2023-08-09,30.56,79.57,1.9,31.3,25.5,20.8,97,4.9,8.0,2.66,0.373,1566.0,4.64,0,1
India_Joshimath_2023,2023-08-10,30.56,79.57,0.7,31.3,25.9,20.7,97,5.6,3.0,2.77,0.372,1566.0,4.48,0,1
India_Joshimath_2023,2023-08-11,30.56,79.57,1.7,31.3,27.3,21.5,97,6.5,9.0,4.03,0.361,1566.0,4.4,0,1
India_Joshimath_2023,2023-08-12,30.56,79.57,7.7,31.3,27.0,20.1,98,7.1,12.0,4.06,0.358,1566.0,4.37,0,1
India_Joshimath_2023,2023-08-13,30.56,79.57,48.8,31.3,25.2,21.1,99,7.4,18.0,2.72,0.38,1566.0,4.37,0,1
India_Joshimath_2023,2023-08-14,30.56,79.57,24.6,31.3,23.4,20.9,98,6.6,20.0,1.86,0.421,1566.0,4.43,0,1
India_Joshimath_2023,2023-08-15,30.56,79.57,3.0,31.3,24.7,17.6,99,5.1,11.0,2.51,0.411,1566.0,4.7,0,1
India_Joshimath_2023,2023-08-16,30.56,79.57,0.8,31.3,27.3,15.6,97,6.4,6.0,4.5,0.397,1566.0,5.0,0,1
India_Joshimath_2023,2023-08-17,30.56,79.57,1.1,31.3,27.1,19.6,97,6.7,8.0,4.34,0.383,1566.0,4.97,0,1
India_Joshimath_2023,2023-08-18,30.56,79.57,3.0,31.3,26.5,20.8,98,4.6,8.0,3.27,0.384,1566.0,4.92,0,1
India_Joshimath_2023,2023-08-19,30.56,79.57,1.0,31.3,27.7,20.0,87,5.9,3.0,4.46,0.373,1566.0,4.83,0,1
India_Joshimath_2023,2023-08-20,30.56,79.57,0.3,31.3,28.5,21.3,98,6.6,3.0,4.93,0.358,1566.0,4.73,0,1
India_Joshimath_2023,2023-08-21,30.56,79.57,0.5,31.3,27.6,22.2,96,8.4,4.0,3.72,0.35,1566.0,4.68,0,1
India_Joshimath_2023,2023-08-22,30.56,79.57,2.1,31.3,28.0,21.1,97,6.4,4.0,3.2,0.347,1566.0,4.62,0,1
India_Joshimath_2023,2023-08-23,30.56,79.57,13.8,31.3,24.0,20.5,100,5.6,17.0,1.43,0.392,1566.0,4.53,0,1
India_Kinnaur_HP_2021,2021-08-11,31.52,78.47,4.1,35.8,12.2,4.0,100,7.4,7.0,4.08,0.385,4321.0,17.45,0,1
India_Kinnaur_HP_2021,2021-08-12,31.52,78.47,1.6,35.8,12.1,4.2,94,7.2,6.0,3.89,0.374,4321.0,17.28,0,1
India_Kinnaur_HP_2021,2021-08-13,31.52,78.47,2.8,35.8,12.0,4.0,100,5.2,9.0,3.86,0.369,4321.0,17.11,0,1
India_Kinnaur_HP_2021,2021-08-14,31.52,78.47,3.4,35.8,10.6,4.2,99,5.2,12.0,3.67,0.374,4321.0,16.99,0,1
India_Kinnaur_HP_2021,2021-08-15,31.52,78.47,1.5,35.8,11.2,3.1,100,8.1,6.0,4.03,0.374,4321.0,16.78,0,1
India_Kinnaur_HP_2021,2021-08-16,31.52,78.47,0.0,35.8,11.3,-2.8,99,8.0,0.0,4.16,0.353,4321.0,16.58,0,1
India_Kinnaur_HP_2021,2021-08-17,31.52,78.47,2.6,35.8,10.8,-0.3,99,7.6,6.0,4.01,0.344,4321.0,16.34,0,1
India_Kinnaur_HP_2021,2021-08-18,31.52,78.47,3.3,35.8,12.2,2.7,98,7.6,7.0,4.07,0.339,4321.0,16.14,0,1
India_Kinnaur_HP_2021,2021-08-19,31.52,78.47,2.2,35.8,13.1,5.5,98,5.7,13.0,3.64,0.343,4321.0,15.94,0,1
India_Kinnaur_HP_2021,2021-08-20,31.52,78.47,14.1,35.8,9.4,6.3,100,5.6,24.0,1.42,0.372,4321.0,15.79,0,1
India_Kinnaur_HP_2021,2021-08-21,31.52,78.47,8.3,35.8,10.4,6.2,99,6.1,21.0,1.9,0.396,4321.0,15.79,0,1
India_Kinnaur_HP_2021,2021-08-22,31.52,78.47,3.5,35.8,12.8,5.2,99,6.4,12.0,3.31,0.388,4321.0,15.79,0,1
India_Kinnaur_HP_2021,2021-08-23,31.52,78.47,0.9,35.8,12.7,2.8,100,7.6,6.0,3.94,0.375,4321.0,15.71,0,1
India_Kinnaur_HP_2021,2021-08-24,31.52,78.47,1.4,35.8,14.2,4.0,100,7.1,7.0,4.25,0.361,4321.0,15.52,0,1
India_Kinnaur_HP_2021,2021-08-25,31.52,78.47,0.8,35.8,14.6,7.4,100,7.1,6.0,4.32,0.35,4321.0,15.41,0,1
India_Kinnaur_HP_2021,2021-08-26,31.52,78.47,0.3,35.8,14.4,2.9,100,7.3,3.0,3.94,0.338,4321.0,15.33,0,1
India_Kinnaur_HP_2021,2021-08-27,31.52,78.47,6.2,35.8,11.8,6.4,100,5.4,12.0,2.65,0.348,4321.0,15.22,0,1
India_Kinnaur_HP_2021,2021-08-28,31.52,78.47,7.5,35.8,8.6,5.2,100,4.7,17.0,1.96,0.38,4321.0,15.14,0,1
India_Kinnaur_HP_2021,2021-08-29,31.52,78.47,3.5,35.8,9.6,0.8,100,7.1,6.0,3.31,0.377,4321.0,14.96,0,1
India_Kinnaur_HP_2021,2021-08-30,31.52,78.47,2.5,35.8,9.9,-2.2,99,8.3,6.0,3.7,0.367,4321.0,14.78,0,1
India_Kinnaur_HP_2021,2021-08-31,31.52,78.47,2.2,35.8,9.4,1.6,94,5.8,12.0,3.2,0.358,4321.0,14.6,0,1
India_Kinnaur_HP_2021,2021-09-01,31.52,78.47,9.3,35.8,8.4,1.9,100,5.6,16.0,1.91,0.364,4321.0,14.42,0,1
India_Kinnaur_HP_2021,2021-09-02,31.52,78.47,13.4,35.8,7.1,4.0,100,3.1,22.0,1.1,0.402,4321.0,14.31,0,1
India_Kinnaur_HP_2021,2021-09-03,31.52,78.47,8.2,35.8,10.1,4.0,100,5.9,22.0,2.61,0.405,4321.0,14.24,0,1
India_Kinnaur_HP_2021,2021-09-04,31.52,78.47,5.4,35.8,9.9,3.5,100,4.4,13.0,2.75,0.404,4321.0,14.07,0,1
India_Kinnaur_HP_2021,2021-09-05,31.52,78.47,1.4,35.8,12.2,1.1,100,7.6,6.0,3.8,0.386,4321.0,13.89,0,1
India_Kinnaur_HP_2021,2021-09-06,31.52,78.47,1.1,35.8,12.6,1.0,98,7.3,6.0,3.84,0.369,4321.0,13.72,0,1
India_Kinnaur_HP_2021,2021-09-07,31.52,78.47,1.2,35.8,12.2,3.2,99,7.1,6.0,3.55,0.36,4321.0,13.59,0,1
India_Kinnaur_HP_2021,2021-09-08,31.52,78.47,5.3,35.8,10.1,5.7,97,5.7,15.0,2.29,0.373,4321.0,13.42,0,1
India_Kinnaur_HP_2021,2021-09-09,31.52,78.47,5.7,35.8,8.8,4.8,100,4.6,15.0,1.8,0.38,4321.0,13.39,0,1
India_HP_Mandi_2023,2023-08-14,31.72,76.93,27.4,62.800000000000004,26.6,22.8,98,10.5,24.0,2.01,0.422,769.0,480.95,0,1
India_HP_Mandi_2023,2023-08-15,31.72,76.93,6.8,62.800000000000004,30.5,21.5,100,6.9,14.0,4.43,0.407,769.0,531.11,0,1
India_HP_Mandi_2023,2023-08-16,31.72,76.93,0.9,62.800000000000004,30.7,21.1,95,5.9,4.0,4.6,0.374,769.0,575.77,0,1
India_HP_Mandi_2023,2023-08-17,31.72,76.93,1.1,62.800000000000004,30.4,22.3,100,7.6,7.0,4.33,0.358,769.0,563.94,0,1
India_HP_Mandi_2023,2023-08-18,31.72,76.93,0.0,62.800000000000004,31.4,21.5,100,5.2,0.0,4.68,0.343,769.0,548.54,0,1
